PDB ID,Chain ID,Resolution,Chain Length
"2BJN","B","1.70","160"
"2BJN","A","1.70","160"
"2BK8","A","1.69","97"
"2BKA","A","1.70","242"
"2BKF","A","1.56","87"
"2BKO","A","1.90","205"
"2BKQ","A","2.00","212"
"2BKQ","B","2.00","212"
"2BKQ","C","2.00","212"
"2BKQ","D","2.00","212"
"2BKX","A","1.40","242"
"2BKX","B","1.40","242"
"2BKY","Y","1.70","89"
"2BKY","A","1.70","97"
"2BKY","B","1.70","97"
"2BKY","X","1.70","89"
"2BL0","A","1.75","63"
"2BL2","C","2.10","156"
"2BL2","H","2.10","156"
"2BL2","D","2.10","156"
"2BL2","I","2.10","156"
"2BL2","E","2.10","156"
"2BL2","J","2.10","156"
"2BL2","A","2.10","156"
"2BL2","F","2.10","156"
"2BL2","B","2.10","156"
"2BL2","G","2.10","156"
"2BL8","B","1.60","103"
"2BL8","C","1.60","103"
"2BL8","A","1.60","103"
"2BL9","A","1.90","238"
"2BLF","B","1.80","81"
"2BM5","B","2.00","186"
"2BM5","A","2.00","186"
"2BM8","I","2.50","236"
"2BM8","E","2.50","236"
"2BM8","J","2.50","236"
"2BM8","A","2.50","236"
"2BM8","F","2.50","236"
"2BM8","K","2.50","236"
"2BM8","B","2.50","236"
"2BM8","G","2.50","236"
"2BM8","L","2.50","236"
"2BM8","C","2.50","236"
"2BM8","H","2.50","236"
"2BM8","D","2.50","236"
"2BMO","B","1.20","194"
"2BMX","A","2.40","195"
"2BMX","B","2.40","195"
"2BMX","C","2.40","195"
"2BNG","B","2.50","149"
"2BNG","C","2.50","149"
"2BNG","A","2.50","149"
"2BNL","D","2.00","136"
"2BNL","E","2.00","136"
"2BNL","A","2.00","136"
"2BNL","F","2.00","136"
"2BNL","B","2.00","136"
"2BNL","C","2.00","136"
"2BNM","B","1.70","198"
"2BNM","A","1.70","198"
"2BNW","A","2.45","53"
"2BNW","B","2.45","53"
"2BNW","C","2.45","53"
"2BNW","D","2.45","53"
"2BO9","B","1.60","222"
"2BO9","D","1.60","222"
"2BOU","A","1.90","143"
"2BQ4","A","1.68","116"
"2BQ4","B","1.68","116"
"2BRS","A","2.20","117"
"2BRS","B","2.20","117"
"2BS2","E","1.78","241"
"2BS2","F","1.78","256"
"2BS2","B","1.78","241"
"2BS2","C","1.78","256"
"2BSF","A","2.10","176"
"2BSJ","A","1.83","133"
"2BSJ","B","1.83","133"
"2BSY","A","1.50","278"
"2BT6","A","1.50","108"
"2BT6","B","1.50","108"
"2BTI","B","2.00","63"
"2BTI","A","2.00","63"
"2BU1","A","2.20","129"
"2BU1","B","2.20","129"
"2BU1","C","2.20","129"
"2BU3","B","1.40","254"
"2BU3","A","1.40","254"
"2BVE","A","2.20","119"
"2BVE","B","2.20","119"
"2BW3","B","2.00","84"
"2BW7","A","2.30","219"
"2BW7","B","2.30","219"
"2BW7","C","2.30","219"
"2BW7","D","2.30","219"
"2BWF","B","1.15","77"
"2BWF","A","1.15","77"
"2BYK","A","2.40","140"
"2BYK","B","2.40","128"
"2BYK","C","2.40","140"
"2BYK","D","2.40","128"
"2BZ1","A","1.54","196"
"2BZG","A","1.58","232"
"2BZV","A","1.15","181"
"2BZY","B","2.50","67"
"2BZY","A","2.50","67"
"2C0A","A","1.55","214"
"2C0A","B","1.55","214"
"2C0A","C","1.55","214"
"2C0E","B","2.35","248"
"2C0E","A","2.35","248"
"2C0L","B","2.30","122"
"2C0N","A","1.86","203"
"2C0Z","A","1.60","216"
"2C1D","A","1.92","264"
"2C1D","F","1.92","137"
"2C1D","B","1.92","137"
"2C1D","G","1.92","264"
"2C1D","C","1.92","264"
"2C1D","H","1.92","137"
"2C1D","D","1.92","137"
"2C1D","E","1.92","264"
"2C1W","B","2.20","292"
"2C1W","C","2.20","292"
"2C1W","A","2.20","292"
"2C21","D","2.00","144"
"2C21","E","2.00","144"
"2C21","A","2.00","144"
"2C21","F","2.00","144"
"2C21","B","2.00","144"
"2C21","C","2.00","144"
"2C24","A","2.27","206"
"2C24","B","2.27","206"
"2C26","A","2.10","260"
"2C2A","A","1.90","258"
"2C2I","A","1.80","151"
"2C2I","B","1.80","151"
"2C2J","A","2.05","211"
"2C2P","A","1.75","199"
"2C2U","A","1.10","207"
"2C3G","A","2.00","98"
"2C3N","B","1.50","247"
"2C3N","C","1.50","247"
"2C3N","D","1.50","247"
"2C3N","A","1.50","247"
"2C3V","A","1.39","102"
"2C4B","A","1.30","143"
"2C4B","B","1.30","143"
"2C4F","T","1.72","75"
"2C4F","U","1.72","116"
"2C4Q","B","2.38","129"
"2C4Q","C","2.38","129"
"2C4Q","A","2.38","129"
"2C5K","T","2.05","95"
"2C5L","D","1.90","117"
"2C5L","C","1.90","117"
"2C5Q","E","1.70","240"
"2C5Q","A","1.70","240"
"2C5Q","F","1.70","240"
"2C5Q","B","1.70","240"
"2C5Q","C","1.70","240"
"2C5Q","D","1.70","240"
"2C60","A","1.25","111"
"2C62","A","1.74","66"
"2C62","B","1.74","66"
"2C6Y","A","2.40","111"
"2C6Y","B","2.40","111"
"2C71","A","1.05","216"
"2C7A","B","2.50","78"
"2C7A","A","2.50","78"
"2C7N","I","2.10","74"
"2C7N","A","2.10","74"
"2C7N","K","2.10","74"
"2C7N","C","2.10","74"
"2C7N","E","2.10","74"
"2C7N","G","2.10","74"
"2C8M","C","1.89","262"
"2C8M","D","1.89","262"
"2C8M","A","1.89","262"
"2C8M","B","1.89","262"
"2C8S","A","1.60","172"
"2C92","C","1.60","160"
"2C92","D","1.60","160"
"2C92","E","1.60","160"
"2C92","A","1.60","160"
"2C92","B","1.60","160"
"2C9Q","A","1.60","102"
"2C9W","A","1.90","169"
"2CA5","A","2.10","85"
"2CA5","B","2.10","85"
"2CA9","A","2.05","148"
"2CA9","B","2.05","148"
"2CAL","A","1.10","154"
"2CAR","A","1.09","196"
"2CAR","B","1.09","196"
"2CAY","A","1.90","145"
"2CAY","B","1.90","145"
"2CB8","A","1.40","87"
"2CB8","B","1.40","87"
"2CB9","A","1.80","244"
"2CBZ","A","1.50","237"
"2CC0","A","1.60","195"
"2CC0","B","1.60","195"
"2CC3","A","2.20","150"
"2CC3","B","2.20","150"
"2CC6","A","1.27","68"
"2CCH","B","1.70","260"
"2CCH","D","1.70","260"
"2CCM","A","1.80","191"
"2CCM","B","1.80","191"
"2CF7","J","1.50","165"
"2CF7","A","1.50","165"
"2CF7","F","1.50","165"
"2CF7","K","1.50","165"
"2CF7","B","1.50","165"
"2CF7","G","1.50","165"
"2CF7","L","1.50","165"
"2CF7","C","1.50","165"
"2CF7","H","1.50","165"
"2CF7","D","1.50","165"
"2CF7","I","1.50","165"
"2CF7","E","1.50","165"
"2CFA","A","2.30","217"
"2CFT","A","1.80","298"
"2CFX","A","2.40","144"
"2CFX","F","2.40","144"
"2CFX","B","2.40","144"
"2CFX","G","2.40","144"
"2CFX","C","2.40","144"
"2CFX","H","2.40","144"
"2CFX","D","2.40","144"
"2CFX","E","2.40","144"
"2CG7","A","1.20","90"
"2CH8","A","2.30","201"
"2CH8","B","2.30","201"
"2CH8","C","2.30","201"
"2CH8","D","2.30","201"
"2CH9","A","2.10","131"
"2CHG","A","2.10","226"
"2CHG","B","2.10","226"
"2CHG","C","2.10","226"
"2CHG","D","2.10","226"
"2CI1","A","1.08","275"
"2CIA","A","1.45","102"
"2CIC","A","1.70","229"
"2CIO","B","1.50","121"
"2CIS","A","1.62","297"
"2CIU","A","1.60","127"
"2CIW","A","1.15","299"
"2CJ4","A","1.63","150"
"2CJ4","B","1.63","150"
"2CJJ","A","1.90","93"
"2CJS","C","1.78","62"
"2CJT","D","1.44","131"
"2CJT","A","1.44","131"
"2CJT","B","1.44","131"
"2CJT","C","1.44","131"
"2CKG","A","2.45","225"
"2CKG","B","2.45","225"
"2CKK","A","1.45","127"
"2CKL","B","2.00","165"
"2CKL","A","2.00","108"
"2CKX","A","1.90","83"
"2CL3","A","1.90","230"
"2CLB","B","2.40","188"
"2CLB","O","2.40","188"
"2CLB","C","2.40","188"
"2CLB","P","2.40","188"
"2CLB","D","2.40","188"
"2CLB","M","2.40","188"
"2CLB","A","2.40","188"
"2CLB","N","2.40","188"
"2CM5","A","1.28","166"
"2CMG","B","2.00","262"
"2CMG","A","2.00","262"
"2CMP","A","1.58","63"
"2CN4","A","2.30","173"
"2CN4","B","2.30","173"
"2CNZ","A","1.80","125"
"2CO3","A","1.78","137"
"2CO3","B","1.78","137"
"2CO5","A","2.20","99"
"2CO5","B","2.20","99"
"2COV","D","1.25","104"
"2COV","I","1.25","104"
"2COV","E","1.25","104"
"2COV","F","1.25","104"
"2COV","G","1.25","104"
"2COV","H","1.25","104"
"2CS7","A","1.20","55"
"2CS7","B","1.20","55"
"2CS7","C","1.20","55"
"2CT9","B","2.20","208"
"2CT9","A","2.20","208"
"2CU3","A","1.70","64"
"2CU3","B","1.70","64"
"2CU5","B","1.84","129"
"2CU5","C","1.84","129"
"2CU5","A","1.84","129"
"2CUL","A","1.65","232"
"2CV4","G","2.30","250"
"2CV4","C","2.30","250"
"2CV4","H","2.30","250"
"2CV4","D","2.30","250"
"2CV4","I","2.30","250"
"2CV4","E","2.30","250"
"2CV4","J","2.30","250"
"2CV4","A","2.30","250"
"2CV4","F","2.30","250"
"2CV4","B","2.30","250"
"2CV5","F","2.50","103"
"2CV5","B","2.50","103"
"2CV5","G","2.50","130"
"2CV5","C","2.50","130"
"2CV5","H","2.50","126"
"2CV5","D","2.50","126"
"2CV5","E","2.50","136"
"2CV5","A","2.50","136"
"2CVB","A","1.80","188"
"2CVE","A","1.60","191"
"2CVI","A","1.50","83"
"2CVI","B","1.50","83"
"2CW2","A","1.86","226"
"2CW2","B","1.86","226"
"2CW3","B","2.50","280"
"2CW3","A","2.50","280"
"2CW6","D","2.10","298"
"2CW6","E","2.10","298"
"2CW6","A","2.10","298"
"2CW6","F","2.10","298"
"2CW6","B","2.10","298"
"2CW6","C","2.10","298"
"2CW9","A","1.90","194"
"2CWQ","B","1.90","137"
"2CWQ","C","1.90","137"
"2CWQ","A","1.90","137"
"2CWR","A","1.70","103"
"2CWS","A","1.00","237"
"2CWY","A","1.85","94"
"2CWZ","A","1.85","141"
"2CWZ","B","1.85","141"
"2CWZ","C","1.85","141"
"2CWZ","D","1.85","141"
"2CX1","A","1.80","187"
"2CX7","A","1.75","130"
"2CX7","B","1.75","130"
"2CXA","A","1.60","256"
"2CXC","A","2.00","144"
"2CXH","A","1.80","217"
"2CXK","D","1.85","95"
"2CXK","E","1.85","95"
"2CXK","A","1.85","95"
"2CXK","B","1.85","95"
"2CXK","C","1.85","95"
"2CXX","A","1.70","190"
"2CXX","B","1.70","190"
"2CXX","C","1.70","190"
"2CXY","A","1.60","125"
"2CY2","A","2.00","174"
"2CY5","A","1.90","140"
"2CYJ","A","1.50","118"
"2CZ4","A","1.93","119"
"2CZ4","B","1.93","119"
"2CZ4","C","1.93","119"
"2CZD","A","1.60","208"
"2CZD","B","1.60","208"
"2CZL","A","1.55","272"
"2CZQ","A","1.05","205"
"2CZQ","B","1.05","205"
"2CZR","A","2.30","226"
"2CZS","A","1.50","80"
"2CZS","B","1.50","80"
"2CZV","A","2.00","212"
"2CZV","B","2.00","212"
"2D00","F","2.20","109"
"2D00","B","2.20","109"
"2D00","C","2.20","109"
"2D00","D","2.20","109"
"2D00","E","2.20","109"
"2D00","A","2.20","109"
"2D0O","B","2.00","125"
"2D0O","D","2.00","125"
"2D1H","A","2.05","109"
"2D1H","B","2.05","109"
"2D1L","A","1.85","253"
"2D1L","B","1.85","253"
"2D1P","B","2.15","119"
"2D1P","E","2.15","119"
"2D1P","H","2.15","119"
"2D2E","A","1.70","250"
"2D37","A","1.70","176"
"2D39","C","1.90","237"
"2D39","A","1.90","237"
"2D39","B","1.90","237"
"2D3D","A","1.60","88"
"2D3Y","A","1.55","219"
"2D42","A","2.07","249"
"2D42","B","2.07","249"
"2D4C","A","2.40","256"
"2D4C","B","2.40","256"
"2D4C","C","2.40","256"
"2D4C","D","2.40","256"
"2D4G","A","2.30","171"
"2D4G","B","2.30","171"
"2D4P","A","1.70","141"
"2D4R","C","2.40","147"
"2D4R","D","2.40","147"
"2D4R","A","2.40","147"
"2D4R","B","2.40","147"
"2D4X","A","1.90","248"
"2D58","A","1.90","107"
"2D59","A","1.65","144"
"2D5M","A","1.05","190"
"2D5R","A","2.50","252"
"2D5V","A","2.00","164"
"2D5V","B","2.00","164"
"2D6Y","A","2.30","202"
"2D6Y","B","2.30","202"
"2D7E","D","2.50","105"
"2D7E","A","2.50","105"
"2D7E","B","2.50","105"
"2D7E","C","2.50","105"
"2D7J","A","1.89","209"
"2D7V","A","1.97","162"
"2D7V","B","1.97","162"
"2D8D","A","1.15","90"
"2D8D","B","1.15","90"
"2D9R","A","2.01","104"
"2DB0","A","2.20","253"
"2DB0","B","2.20","253"
"2DB7","A","1.90","64"
"2DB7","B","1.90","64"
"2DBB","A","2.00","151"
"2DBB","B","2.00","151"
"2DBS","A","2.10","90"
"2DBS","B","2.10","90"
"2DC1","A","1.90","236"
"2DC1","B","1.90","236"
"2DC3","B","1.68","193"
"2DC3","A","1.68","193"
"2DC4","A","1.65","165"
"2DC4","B","1.65","165"
"2DCH","X","2.06","216"
"2DCL","A","2.28","127"
"2DCL","B","2.28","127"
"2DCL","C","2.28","127"
"2DCT","A","1.45","105"
"2DCT","B","1.45","105"
"2DDG","A","2.10","219"
"2DDM","A","2.10","283"
"2DDM","B","2.10","283"
"2DDZ","C","2.24","190"
"2DDZ","D","2.24","190"
"2DDZ","E","2.24","190"
"2DDZ","A","2.24","190"
"2DDZ","F","2.24","190"
"2DDZ","B","2.24","190"
"2DE6","D","1.80","115"
"2DE6","E","1.80","115"
"2DE6","F","1.80","115"
"2DEA","A","1.24","299"
"2DEK","B","1.65","265"
"2DEK","A","1.65","265"
"2DEM","A","1.95","219"
"2DFA","A","1.90","250"
"2DFH","A","2.27","221"
"2DG6","A","2.20","222"
"2DG7","A","2.30","195"
"2DGB","D","2.10","84"
"2DGB","A","2.10","84"
"2DGB","B","2.10","84"
"2DGB","C","2.10","84"
"2DGE","D","1.50","105"
"2DGE","A","1.50","105"
"2DGE","B","1.50","105"
"2DGE","C","1.50","105"
"2DGJ","A","2.35","257"
"2DGJ","B","2.35","257"
"2DI3","A","2.05","239"
"2DI3","B","2.05","239"
"2DJ6","A","2.10","115"
"2DJ6","B","2.10","115"
"2DJ6","C","2.10","115"
"2DJW","G","2.40","92"
"2DJW","C","2.40","92"
"2DJW","H","2.40","92"
"2DJW","D","2.40","92"
"2DJW","I","2.40","92"
"2DJW","E","2.40","92"
"2DJW","J","2.40","92"
"2DJW","A","2.40","92"
"2DJW","F","2.40","92"
"2DJW","B","2.40","92"
"2DKO","A","1.06","146"
"2DLB","A","1.20","80"
"2DLB","B","1.20","80"
"2DM9","A","1.85","198"
"2DM9","B","1.85","198"
"2DOK","A","1.80","186"
"2DOK","B","1.80","186"
"2DP6","A","1.80","219"
"2DP9","A","1.90","124"
"2DPF","B","1.50","115"
"2DPF","C","1.50","115"
"2DPF","D","1.50","115"
"2DPF","A","1.50","115"
"2DPK","A","2.50","152"
"2DQL","A","1.70","115"
"2DQL","B","1.70","115"
"2DRE","D","2.00","180"
"2DRE","A","2.00","180"
"2DRE","B","2.00","180"
"2DRE","C","2.00","180"
"2DS5","A","1.50","51"
"2DS5","B","1.50","51"
"2DSP","B","2.50","92"
"2DSR","I","2.10","70"
"2DSR","B","2.10","80"
"2DST","A","2.00","131"
"2DST","B","2.00","131"
"2DSY","B","1.90","87"
"2DSY","C","1.90","87"
"2DSY","D","1.90","87"
"2DSY","A","1.90","87"
"2DT4","A","1.60","143"
"2DTC","B","1.70","126"
"2DTC","A","1.70","126"
"2DTJ","A","1.58","178"
"2DTJ","B","1.58","178"
"2DTO","B","1.50","235"
"2DTO","A","1.50","235"
"2DUR","A","1.65","253"
"2DUR","B","1.65","253"
"2DUY","A","1.75","75"
"2DVK","A","1.80","188"
"2DVW","A","2.30","231"
"2DWK","A","2.00","180"
"2DWU","C","1.60","276"
"2DWU","A","1.60","276"
"2DWU","B","1.60","276"
"2DX6","A","1.78","159"
"2DX6","B","1.78","159"
"2DXA","A","1.58","166"
"2DXQ","B","1.80","150"
"2DXQ","A","1.80","150"
"2DY0","A","1.25","190"
"2DY0","B","1.25","190"
"2DYI","A","2.00","162"
"2DYJ","B","1.84","95"
"2DYJ","A","1.84","95"
"2DYO","A","1.97","297"
"2DYO","B","1.97","57"
"2E0N","B","2.00","259"
"2E0N","A","2.00","259"
"2E11","A","1.73","266"
"2E11","B","1.73","266"
"2E11","C","1.73","266"
"2E11","D","1.73","266"
"2E12","A","1.70","101"
"2E12","B","1.70","101"
"2E18","A","2.10","257"
"2E18","B","2.10","257"
"2E1C","A","2.10","171"
"2E1F","A","2.00","103"
"2E1N","A","1.80","138"
"2E1N","B","1.80","138"
"2E2D","C","2.00","180"
"2E2E","A","2.05","177"
"2E2E","B","2.05","177"
"2E2O","A","1.65","299"
"2E31","A","2.40","297"
"2E3H","A","1.45","90"
"2E3I","A","2.00","86"
"2E3N","A","1.40","255"
"2E3U","A","2.30","219"
"2E3V","B","1.95","122"
"2E3V","C","1.95","122"
"2E3V","A","1.95","122"
"2E4M","C","1.85","146"
"2E52","C","2.00","300"
"2E52","D","2.00","300"
"2E52","A","2.00","300"
"2E52","B","2.00","300"
"2E55","C","2.15","208"
"2E55","D","2.15","208"
"2E55","A","2.15","208"
"2E55","B","2.15","208"
"2E56","A","2.00","144"
"2E5Y","A","1.92","133"
"2E5Y","B","1.92","133"
"2E6M","A","2.00","208"
"2E6X","D","2.00","69"
"2E6X","A","2.00","69"
"2E6X","B","2.00","69"
"2E6X","C","2.00","69"
"2E7V","A","1.92","121"
"2E7Y","A","1.97","280"
"2E7Y","B","1.97","280"
"2E8B","A","1.61","201"
"2E8E","A","1.70","132"
"2E8G","A","1.70","241"
"2E8G","B","1.70","241"
"2E9X","B","2.30","185"
"2E9X","G","2.30","219"
"2E9X","C","2.30","219"
"2E9X","H","2.30","223"
"2E9X","D","2.30","223"
"2E9X","E","2.30","149"
"2E9X","A","2.30","149"
"2E9X","F","2.30","185"
"2EA0","A","1.40","262"
"2EA9","A","2.10","105"
"2EAQ","A","1.46","90"
"2EB1","A","2.00","200"
"2EB1","B","2.00","200"
"2EB1","C","2.00","200"
"2EB4","B","1.60","267"
"2EB4","C","1.60","267"
"2EB4","D","1.60","267"
"2EB4","E","1.60","267"
"2EB4","A","1.60","267"
"2EBB","A","1.60","101"
"2EBY","A","2.25","113"
"2EBY","B","2.25","113"
"2ED6","L","2.00","170"
"2ED6","C","2.00","170"
"2ED6","H","2.00","170"
"2ED6","D","2.00","170"
"2ED6","I","2.00","170"
"2ED6","E","2.00","170"
"2ED6","J","2.00","170"
"2ED6","A","2.00","170"
"2ED6","F","2.00","170"
"2ED6","K","2.00","170"
"2ED6","B","2.00","170"
"2ED6","G","2.00","170"
"2EDM","A","2.20","161"
"2EF7","A","2.10","133"
"2EF7","B","2.10","133"
"2EFR","B","1.80","155"
"2EFR","C","1.80","155"
"2EFR","D","1.80","155"
"2EFR","A","1.80","155"
"2EFV","A","1.90","92"
"2EFW","B","2.50","122"
"2EFW","F","2.50","122"
"2EFW","G","2.50","122"
"2EFW","A","2.50","122"
"2EG4","A","1.70","230"
"2EGD","A","1.80","98"
"2EGD","B","1.80","98"
"2EGJ","A","1.80","128"
"2EGJ","B","1.80","128"
"2EH3","A","1.55","179"
"2EHB","A","2.10","207"
"2EHB","D","2.10","143"
"2EHG","A","1.60","149"
"2EHP","B","1.30","126"
"2EHP","A","1.30","126"
"2EHS","A","1.30","77"
"2EHW","D","2.22","120"
"2EHW","A","2.22","120"
"2EHW","B","2.22","120"
"2EHW","C","2.22","120"
"2EI5","A","1.88","106"
"2EI5","B","1.88","106"
"2EI9","A","2.00","240"
"2EIS","A","2.10","133"
"2EIS","B","2.10","133"
"2EJ8","A","1.84","160"
"2EJ8","B","1.84","160"
"2EJN","B","1.64","153"
"2EJN","A","1.64","153"
"2EK5","A","2.20","129"
"2EK5","B","2.20","129"
"2EK5","C","2.20","129"
"2EK5","D","2.20","129"
"2EKD","E","2.30","207"
"2EKD","A","2.30","207"
"2EKD","F","2.30","207"
"2EKD","B","2.30","207"
"2EKD","C","2.30","207"
"2EKD","D","2.30","207"
"2EKN","A","2.05","159"
"2EKN","B","2.05","159"
"2EKN","C","2.05","159"
"2EO4","A","1.80","149"
"2EPI","D","1.70","100"
"2EPI","A","1.70","100"
"2EPI","B","1.70","100"
"2EPI","C","1.70","100"
"2EQ5","A","2.20","228"
"2EQ5","B","2.20","228"
"2EQ5","C","2.20","228"
"2EQ5","D","2.20","228"
"2ERF","A","1.45","209"
"2ERV","A","2.00","150"
"2ERV","B","2.00","150"
"2ERW","A","1.40","56"
"2ES2","A","1.78","67"
"2ES9","A","2.00","115"
"2ESH","A","2.30","118"
"2ESS","A","1.90","248"
"2ET1","A","1.60","201"
"2ETB","A","1.65","256"
"2ETD","A","2.28","171"
"2ETH","A","2.30","154"
"2ETH","B","2.30","154"
"2ETJ","A","1.74","250"
"2ETS","A","2.25","128"
"2ETX","A","1.33","209"
"2ETX","B","1.33","209"
"2EUC","B","2.50","130"
"2EUC","A","2.50","130"
"2EV0","A","1.65","142"
"2EV0","B","1.65","142"
"2EV1","A","1.60","222"
"2EV1","B","1.60","222"
"2EVB","A","1.55","74"
"2EW0","A","1.40","192"
"2EWC","L","2.15","126"
"2EWC","C","2.15","126"
"2EWC","H","2.15","126"
"2EWC","D","2.15","126"
"2EWC","I","2.15","126"
"2EWC","E","2.15","126"
"2EWC","J","2.15","126"
"2EWC","A","2.15","126"
"2EWC","F","2.15","126"
"2EWC","K","2.15","126"
"2EWC","B","2.15","126"
"2EWC","G","2.15","126"
"2EWH","A","1.40","98"
"2EWT","A","1.81","71"
"2EXU","A","2.23","200"
"2EY4","D","2.11","82"
"2EY4","C","2.11","82"
"2EYI","A","1.70","234"
"2EYU","A","1.87","261"
"2EYU","B","1.87","261"
"2EZV","B","2.40","269"
"2EZV","A","2.40","269"
"2F01","A","0.85","127"
"2F01","B","0.85","127"
"2F06","B","2.10","144"
"2F06","A","2.10","144"
"2F07","A","2.30","197"
"2F07","B","2.30","197"
"2F08","C","2.20","129"
"2F08","D","2.20","129"
"2F08","A","2.20","129"
"2F08","B","2.20","129"
"2F0C","C","1.65","191"
"2F0C","A","1.65","191"
"2F0C","B","1.65","191"
"2F1F","A","1.75","164"
"2F1F","B","1.75","164"
"2F1K","C","1.55","279"
"2F1K","D","1.55","279"
"2F1K","A","1.55","279"
"2F1K","B","1.55","279"
"2F1L","A","2.46","187"
"2F1N","A","1.73","262"
"2F1R","A","2.10","171"
"2F1R","B","2.10","171"
"2F1W","A","1.65","158"
"2F20","A","2.10","240"
"2F20","B","2.10","240"
"2F22","A","1.42","144"
"2F22","B","1.42","144"
"2F23","A","1.60","156"
"2F23","B","1.60","156"
"2F2B","A","1.68","246"
"2F2E","A","1.85","146"
"2F2E","B","1.85","146"
"2F2F","D","2.40","222"
"2F2F","F","2.40","186"
"2F2F","A","2.40","222"
"2F2F","C","2.40","186"
"2F2G","A","2.10","221"
"2F2G","B","2.10","221"
"2F3C","I","2.50","55"
"2F3L","A","2.11","184"
"2F41","D","2.50","121"
"2F41","A","2.50","121"
"2F41","B","2.50","121"
"2F41","C","2.50","121"
"2F42","A","2.50","179"
"2F46","A","1.41","156"
"2F46","B","1.41","156"
"2F4E","B","2.32","180"
"2F4E","A","2.32","180"
"2F4I","D","2.25","197"
"2F4I","A","2.25","197"
"2F4I","B","2.25","197"
"2F4I","C","2.25","197"
"2F4L","A","2.50","297"
"2F4L","B","2.50","297"
"2F4L","C","2.50","297"
"2F4L","D","2.50","297"
"2F4M","A","1.85","295"
"2F4M","B","1.85","61"
"2F4P","D","1.90","147"
"2F4P","A","1.90","147"
"2F4P","B","1.90","147"
"2F4P","C","1.90","147"
"2F4W","A","2.00","187"
"2F4W","B","2.00","187"
"2F5G","B","1.70","133"
"2F5G","A","1.70","133"
"2F5J","A","2.20","181"
"2F5J","B","2.20","181"
"2F5K","C","2.20","102"
"2F5K","D","2.20","102"
"2F5K","E","2.20","102"
"2F5K","A","2.20","102"
"2F5K","F","2.20","102"
"2F5K","B","2.20","102"
"2F5T","X","1.45","233"
"2F5Y","A","2.39","91"
"2F5Y","B","2.39","91"
"2F62","A","1.50","161"
"2F62","B","1.50","161"
"2F69","A","1.30","261"
"2F6E","A","1.85","127"
"2F6I","C","2.45","215"
"2F6I","D","2.45","215"
"2F6I","E","2.45","215"
"2F6I","A","2.45","215"
"2F6I","F","2.45","215"
"2F6I","B","2.45","215"
"2F6I","G","2.45","215"
"2F6R","A","1.70","281"
"2F71","A","1.55","298"
"2F7B","A","1.90","233"
"2F8A","A","1.50","208"
"2F8A","B","1.50","208"
"2F8K","A","2.00","88"
"2F8Y","A","1.55","223"
"2F8Y","B","1.55","223"
"2F96","B","2.09","224"
"2F96","A","2.09","224"
"2F99","A","1.90","153"
"2F99","B","1.90","153"
"2F99","C","1.90","153"
"2F99","D","1.90","153"
"2F9D","A","2.50","125"
"2F9D","B","2.50","125"
"2F9F","A","1.80","177"
"2F9H","B","1.57","129"
"2F9H","A","1.57","129"
"2F9I","B","1.98","285"
"2F9I","D","1.98","285"
"2F9R","C","1.85","285"
"2F9R","D","1.85","285"
"2F9R","A","1.85","285"
"2F9R","B","1.85","285"
"2F9Z","C","2.40","159"
"2F9Z","D","2.40","159"
"2F9Z","A","2.40","205"
"2F9Z","B","2.40","205"
"2FA1","A","1.70","160"
"2FA1","B","1.70","160"
"2FA5","B","1.80","162"
"2FA5","A","1.80","162"
"2FA8","A","1.90","105"
"2FA8","B","1.90","105"
"2FA8","C","1.90","105"
"2FA8","D","1.90","105"
"2FB0","A","2.10","94"
"2FB5","A","1.99","205"
"2FB5","B","1.99","205"
"2FB5","C","1.99","205"
"2FB6","A","1.46","117"
"2FBH","A","1.80","146"
"2FBI","A","2.10","142"
"2FBK","A","2.30","181"
"2FBK","B","2.30","181"
"2FBN","A","1.63","198"
"2FBN","B","1.63","198"
"2FBO","J","1.85","250"
"2FBQ","A","1.80","235"
"2FC3","A","1.56","124"
"2FCC","A","2.30","137"
"2FCC","B","2.30","137"
"2FCJ","C","1.30","119"
"2FCJ","A","1.30","119"
"2FCJ","B","1.30","119"
"2FCK","A","1.70","181"
"2FCL","A","1.20","169"
"2FCO","B","1.40","200"
"2FCO","A","1.40","200"
"2FCW","B","1.26","80"
"2FD4","A","1.80","122"
"2FD5","A","1.70","180"
"2FD6","U","1.90","276"
"2FD8","A","2.30","211"
"2FDB","M","2.28","164"
"2FDB","N","2.28","164"
"2FDF","A","2.10","211"
"2FDG","A","2.20","211"
"2FDH","A","2.10","211"
"2FDI","A","1.80","211"
"2FDK","A","2.30","211"
"2FDO","B","2.40","94"
"2FDO","A","2.40","94"
"2FDR","A","2.00","229"
"2FE3","A","1.75","145"
"2FE3","B","1.75","145"
"2FE5","A","1.10","94"
"2FEA","A","2.00","236"
"2FEA","B","2.00","236"
"2FEF","C","1.90","294"
"2FEF","A","1.90","294"
"2FEF","B","1.90","294"
"2FEX","A","1.70","188"
"2FEX","B","1.70","188"
"2FEX","C","1.70","188"
"2FF3","A","2.00","150"
"2FFG","A","2.31","87"
"2FFG","B","2.31","87"
"2FFS","A","2.50","157"
"2FFS","B","2.50","157"
"2FG1","A","1.25","158"
"2FG9","A","2.20","178"
"2FGC","A","2.30","193"
"2FGO","A","1.32","82"
"2FH5","B","2.45","214"
"2FH5","A","2.45","185"
"2FHD","A","2.40","153"
"2FHD","B","2.40","153"
